,index,TotalByYearUSD,Group
2233,3887,18698,Group5
2242,3900,14342,Group5
2254,3917,10204,Group5
2260,3929,28650,Group5
2266,3937,29560,Group5
2278,3956,18000,Group5
2279,3958,19461,Group5
2284,3963,13681,Group5
2289,3976,16015,Group5
2314,4013,17617,Group5
2317,4018,16358,Group5
2319,4021,10834,Group5
2320,4022,10349,Group5
2337,4058,12708,Group5
2340,4064,10914,Group5
2349,4081,22283,Group5
2351,4086,29252,Group5
2359,4102,14871,Group5
2360,4103,16522,Group5
2363,4118,20464,Group5
2371,4130,28027,Group5
2374,4138,10756,Group5
2382,4156,10737,Group5
2385,4163,27286,Group5
2387,4166,23793,Group5
2391,4174,13200,Group5
2398,4188,12074,Group5
2401,4194,22738,Group5
2416,4219,16800,Group5
2422,4231,19362,Group5
2428,4243,25473,Group5
2430,4245,20132,Group5
2438,4257,23793,Group5
2456,4284,23401,Group5
2461,4293,27286,Group5
2464,4296,21601,Group5
2465,4297,17439,Group5
2467,4300,12491,Group5
2469,4303,28650,Group5
2478,4318,27286,Group5
2487,4332,24159,Group5
2491,4344,24557,Group5
2492,4346,11937,Group5
2497,4351,23875,Group5
2500,4356,19984,Group5
2506,4364,18031,Group5
2511,4373,21513,Group5
2513,4376,12477,Group5
2515,4378,14871,Group5
2549,4436,16106,Group5
2550,4438,28185,Group5
2562,4460,19327,Group5
2566,4469,12812,Group5
2569,4477,15007,Group5
2572,4481,10469,Group5
2578,4491,14274,Group5
2581,4495,17054,Group5
2582,4496,29742,Group5
2585,4500,24159,Group5
2588,4503,10756,Group5
2591,4508,13711,Group5
2594,4513,18031,Group5
2598,4520,23215,Group5
2599,4529,17054,Group5
2602,4534,22045,Group5
2605,4546,16015,Group5
2622,4571,14539,Group5
2623,4572,20736,Group5
2624,4573,19207,Group5
2628,4578,14425,Group5
2630,4580,16903,Group5
2635,4586,30000,Group5
2660,4628,19100,Group5
2663,4632,10940,Group5
2666,4635,20000,Group5
2672,4643,10819,Group5
2680,4656,27967,Group5
2692,4685,11720,Group5
2698,4697,19332,Group5
2699,4698,23234,Group5
2704,4704,20668,Group5
2707,4709,12824,Group5
2710,4713,11720,Group5
2721,4734,24548,Group5
2722,4737,15600,Group5
2727,4746,22511,Group5
2740,4765,12812,Group5
2746,4773,14189,Group5
2755,4789,10819,Group5
2758,4795,16558,Group5
2760,4801,15007,Group5
2764,4807,27047,Group5
2765,4809,11607,Group5
2773,4821,25000,Group5
2798,4875,10819,Group5
2808,4895,29762,Group5
2812,4904,15462,Group5
2820,4920,24557,Group5
2846,4960,27422,Group5
2854,4973,14425,Group5
2857,4977,10066,Group5
2870,5008,24000,Group5
2871,5009,13422,Group5
2883,5025,29742,Group5
2884,5029,10704,Group5
2890,5037,27286,Group5
2893,5048,13422,Group5
2894,5049,27967,Group5
2899,5054,20736,Group5
2907,5064,16106,Group5
2920,5095,20464,Group5
2925,5110,11897,Group5
2927,5113,16372,Group5
2931,5120,23308,Group5
2936,5127,26891,Group5
2947,5139,25885,Group5
2979,5191,28828,Group5
2987,5202,21637,Group5
2989,5205,18388,Group5
2999,5222,10705,Group5
3006,5231,29313,Group5
3013,5242,24697,Group5
3016,5248,12000,Group5
3023,5260,10914,Group5
3029,5270,21513,Group5
3033,5277,12400,Group5
3038,5285,19332,Group5
3045,5294,27854,Group5
3046,5296,14400,Group5
3047,5297,22817,Group5
3050,5304,11402,Group5
3065,5326,23761,Group5
3069,5337,27226,Group5
3078,5353,17472,Group5
3085,5364,26819,Group5
3093,5377,28423,Group5
3111,5411,16015,Group5
3113,5413,12480,Group5
3128,5436,19864,Group5
3132,5448,14414,Group5
3136,5452,10914,Group5
3157,5495,15007,Group5
3162,5509,12908,Group5
3166,5521,24557,Group5
3169,5524,22788,Group5
3172,5527,16534,Group5
3175,5530,29742,Group5
3178,5536,13643,Group5
3184,5547,10819,Group5
3206,5588,26400,Group5
3207,5589,28200,Group5
3210,5593,10066,Group5
3224,5617,27286,Group5
3226,5622,18031,Group5
3234,5632,10326,Group5
3238,5637,13422,Group5
3243,5647,10204,Group5
3251,5664,12885,Group5
3252,5665,22128,Group5
3253,5668,13643,Group5
3257,5675,10819,Group5
3263,5686,15825,Group5
3270,5698,27514,Group5
3283,5716,11686,Group5
3292,5734,29742,Group5
3334,5808,27000,Group5
3335,5809,18698,Group5
3353,5832,13425,Group5
3360,5840,12172,Group5
3361,5842,16106,Group5
3371,5855,18061,Group5
3374,5864,16372,Group5
3380,5873,13989,Group5
3382,5876,17054,Group5
3384,5882,21475,Group5
3393,5895,16106,Group5
3397,5901,24000,Group5
3398,5902,13523,Group5
3408,5915,17210,Group5
3412,5923,22045,Group5
3419,5932,23793,Group5
3425,5941,23793,Group5
3430,5950,18031,Group5
3432,5952,25388,Group5
3434,5957,18806,Group5
3435,5959,16534,Group5
3436,5961,16339,Group5
3439,5965,15689,Group5
3455,5995,14474,Group5
3461,6002,24640,Group5
3481,6045,15053,Group5
3487,6055,12885,Group5
3499,6078,25815,Group5
3508,6089,19234,Group5
3518,6104,24764,Group5
3521,6107,24740,Group5
3522,6108,21018,Group5
3537,6135,18000,Group5
3547,6157,20819,Group5
3552,6164,18517,Group5
3555,6168,25922,Group5
3574,6206,13611,Group5
3583,6223,19629,Group5
3587,6228,19100,Group5
3594,6237,18057,Group5
3600,6245,28828,Group5
3605,6253,15489,Group5
3614,6265,15789,Group5
3618,6275,25977,Group5
3622,6282,17551,Group5
3623,6283,15866,Group5
3634,6297,13951,Group5
3646,6315,14274,Group5
3650,6320,16552,Group5
3663,6348,20653,Group5
3664,6349,18418,Group5
3665,6350,28171,Group5
3670,6363,25200,Group5
3671,6365,11269,Group5
3672,6367,24541,Group5
3677,6377,27231,Group5
3681,6382,18071,Group5
3686,6392,30000,Group5
3708,6427,25809,Group5
3709,6429,22738,Group5
3726,6460,14400,Group5
3735,6474,12688,Group5
3737,6477,19362,Group5
3753,6499,27978,Group5
3766,6517,15595,Group5
3774,6538,15526,Group5
3785,6555,15059,Group5
3788,6558,28255,Group5
3805,6586,16952,Group5
3808,6590,26891,Group5
3815,6607,12079,Group5
3840,6650,30000,Group5
3841,6651,25694,Group5
3842,6652,11284,Group5
3844,6654,20893,Group5
3857,6676,22534,Group5
3877,6715,13314,Group5
3885,6730,26767,Group5
3893,6743,14425,Group5
3896,6747,14871,Group5
3900,6757,10879,Group5
3917,6784,16768,Group5
3920,6787,12908,Group5
3931,6812,22373,Group5
3935,6819,17736,Group5
3947,6839,17448,Group5
3952,6846,28289,Group5
3957,6858,10756,Group5
3963,6870,22957,Group5
3991,6920,22306,Group5
3992,6922,13200,Group5
4001,6935,27286,Group5
4014,6955,22839,Group5
4034,6991,25815,Group5
4037,6997,14425,Group5
4045,7009,27286,Group5
4049,7018,13816,Group5
4062,7035,22539,Group5
4083,7072,18933,Group5
4085,7074,27286,Group5
4089,7083,14539,Group5
4103,7108,27286,Group5
4104,7109,12279,Group5
4108,7116,27286,Group5
4114,7128,15059,Group5
4119,7135,15689,Group5
4169,7209,23875,Group5
4170,7210,19327,Group5
4176,7216,17736,Group5
4178,7218,11701,Group5
4182,7223,17845,Group5
4183,7225,25581,Group5
4195,7244,25785,Group5
4200,7251,25185,Group5
4224,7284,24000,Group5
4228,7288,18480,Group5
4238,7303,15477,Group5
4250,7326,26000,Group5
4257,7335,17210,Group5
4259,7339,15059,Group5
4268,7352,12925,Group5
4269,7353,27286,Group5
4275,7361,29221,Group5
4278,7366,26173,Group5
4284,7380,30000,Group5
4296,7403,24000,Group5
4299,7409,26000,Group5
4318,7437,11470,Group5
4340,7475,26173,Group5
4343,7481,15494,Group5
4356,7503,25625,Group5
4371,7528,13765,Group5
4379,7543,27286,Group5
4389,7559,24000,Group5
4399,7575,19100,Group5
4400,7577,27286,Group5
4409,7590,11269,Group5
4418,7611,24000,Group5
4419,7612,27721,Group5
4429,7626,21965,Group5
4436,7636,23793,Group5
4442,7643,25815,Group5
4461,7675,22422,Group5
4465,7681,10531,Group5
4476,7706,12171,Group5
4479,7712,19362,Group5
4482,7715,17210,Group5
4492,7730,29742,Group5
4499,7740,20927,Group5
4507,7751,12069,Group5
4512,7757,20754,Group5
4519,7772,24023,Group5
4531,7792,24541,Group5
4536,7801,16372,Group5
4549,7819,19100,Group5
4554,7826,14425,Group5
4555,7828,10914,Group5
4556,7829,26105,Group5
4563,7847,24414,Group5
4575,7875,28255,Group5
4579,7883,20132,Group5
4591,7902,22539,Group5
4601,7916,11832,Group5
4615,7943,16372,Group5
4632,7971,18154,Group5
4633,7972,10756,Group5
4643,7989,17007,Group5
4645,7995,27902,Group5
4669,8044,24830,Group5
4670,8045,25039,Group5
4675,8057,13422,Group5
4676,8058,11274,Group5
4677,8059,21896,Group5
4690,8078,16381,Group5
4696,8092,27047,Group5
4703,8101,12908,Group5
4715,8125,20464,Group5
4727,8149,15133,Group5
4737,8166,10111,Group5
4742,8178,19473,Group5
4766,8231,16853,Group5
4776,8251,25922,Group5
4778,8255,28255,Group5
4781,8261,21513,Group5
4782,8263,27286,Group5
4788,8271,22539,Group5
4791,8277,11274,Group5
4798,8289,17814,Group5
4807,8301,28991,Group5
4822,8332,20437,Group5
4828,8339,12552,Group5
4838,8354,10969,Group5
4848,8369,15059,Group5
4856,8382,20400,Group5
4861,8391,26293,Group5
4875,8411,25012,Group5
4880,8416,12908,Group5
4882,8421,28549,Group5
4883,8422,13523,Group5
4898,8453,27286,Group5
4899,8458,12279,Group5
4903,8468,11653,Group5
4918,8489,16497,Group5
4925,8503,29297,Group5
4930,8515,10531,Group5
4935,8521,24557,Group5
4955,8550,16640,Group5
4962,8564,28913,Group5
4964,8568,14872,Group5
4997,8628,12323,Group5
5008,8648,20464,Group5
5009,8650,30000,Group5
5010,8652,22231,Group5
5020,8667,20464,Group5
5024,8674,16120,Group5
5027,8677,20161,Group5
5041,8698,25581,Group5
5050,8714,19035,Group5
5070,8744,24351,Group5
5073,8748,18418,Group5
5075,8754,18248,Group5
5077,8758,20960,Group5
5081,8762,15763,Group5
5095,8779,25354,Group5
5102,8791,13624,Group5
5105,8799,15893,Group5
5127,8833,24159,Group5
5128,8838,11470,Group5
5129,8842,25815,Group5
5131,8847,21513,Group5
5137,8855,19970,Group5
5148,8869,22008,Group5
5168,8900,11116,Group5
5179,8927,26000,Group5
5186,8938,15059,Group5
5188,8940,24608,Group5
5199,8956,19195,Group5
5214,8985,16640,Group5
5221,9003,20951,Group5
5224,9018,10531,Group5
5225,9021,28828,Group5
5239,9044,18507,Group5
5243,9050,27600,Group5
5254,9077,15274,Group5
5260,9087,18362,Group5
5264,9094,15007,Group5
5275,9119,13947,Group5
5277,9122,29637,Group5
5280,9127,13824,Group5
5298,9165,26329,Group5
5309,9184,17845,Group5
5311,9188,15293,Group5
5313,9190,18057,Group5
5322,9203,22629,Group5
5325,9210,29056,Group5
5335,9229,12987,Group5
5349,9256,27286,Group5
5355,9266,20189,Group5
5376,9295,11051,Group5
5381,9307,28913,Group5
5388,9318,13616,Group5
5390,9320,25703,Group5
5399,9339,26425,Group5
5402,9342,16166,Group5
5418,9377,11269,Group5
5423,9391,11447,Group5
5460,9459,12000,Group5
5461,9460,20400,Group5
5474,9476,28549,Group5
5484,9491,29042,Group5
5486,9495,12166,Group5
5498,9514,17054,Group5
5500,9518,24000,Group5
5521,9552,20866,Group5
5533,9576,17425,Group5
5547,9600,24552,Group5
5548,9601,16800,Group5
5549,9605,27429,Group5
5550,9606,30000,Group5
5562,9625,13983,Group5
5571,9635,14400,Group5
5576,9642,13338,Group5
5587,9670,22663,Group5
5590,9675,24159,Group5
5591,9676,11211,Group5
5593,9680,17942,Group5
5599,9690,20161,Group5
5610,9706,21997,Group5
5611,9707,23664,Group5
5618,9717,15840,Group5
5640,9767,19362,Group5
5658,9789,10494,Group5
5666,9800,14400,Group5
5673,9814,23664,Group5
5703,9870,10756,Group5
5706,9876,19327,Group5
5707,9878,19362,Group5
5731,9914,27106,Group5
5739,9932,17433,Group5
5743,9945,14165,Group5
5751,9963,23608,Group5
5752,9964,19327,Group5
5758,9978,20003,Group5
5771,9996,17210,Group5
5772,9998,28673,Group5
5775,10002,18790,Group5
5776,10003,20189,Group5
5778,10008,20464,Group5
5789,10029,15133,Group5
5800,10047,17551,Group5
5804,10055,23812,Group5
5809,10064,11596,Group5
5816,10080,15289,Group5
5830,10105,14818,Group5
5838,10116,23089,Group5
5841,10119,13422,Group5
5846,10128,13533,Group5
5847,10132,21475,Group5
5852,10140,13422,Group5
5857,10149,21169,Group5
5866,10172,25237,Group5
5877,10193,12081,Group5
5883,10202,25710,Group5
5887,10208,10066,Group5
5891,10216,11827,Group5
5893,10218,21169,Group5
5901,10234,21513,Group5
5919,10257,14400,Group5
5922,10260,26000,Group5
5929,10271,26441,Group5
5936,10295,23722,Group5
5941,10305,24159,Group5
5953,10330,28029,Group5
5958,10339,16015,Group5
5959,10341,19461,Group5
5960,10343,18418,Group5
5967,10355,30000,Group5
5968,10356,24159,Group5
5969,10359,10645,Group5
5971,10361,21475,Group5
5972,10362,28828,Group5
5988,10383,29443,Group5
5989,10384,14495,Group5
5995,10398,12074,Group5
5998,10401,12079,Group5
6006,10415,20820,Group5
6008,10420,17530,Group5
6009,10427,20502,Group5
6015,10434,16106,Group5
6030,10456,21513,Group5
6045,10481,16452,Group5
6050,10488,21647,Group5
6053,10493,13824,Group5
6054,10495,24159,Group5
6059,10504,16015,Group5
6061,10507,18071,Group5
6064,10513,15059,Group5
6065,10514,10541,Group5
6066,10515,24159,Group5
6074,10526,24023,Group5
6077,10533,15763,Group5
6089,10550,21139,Group5
6094,10557,15600,Group5
6101,10569,15637,Group5
6106,10578,22663,Group5
6116,10592,29528,Group5
6124,10603,10349,Group5
6128,10612,14764,Group5
6140,10632,22685,Group5
6151,10654,12079,Group5
6152,10655,24159,Group5
6154,10657,14132,Group5
6155,10660,18000,Group5
6164,10673,10487,Group5
6169,10686,24159,Group5
6170,10687,25000,Group5
6173,10692,10349,Group5
6176,10706,14931,Group5
6177,10707,12885,Group5
6184,10718,19117,Group5
6185,10723,19720,Group5
6188,10731,29528,Group5
6190,10735,13422,Group5
6197,10752,15007,Group5
6202,10763,16106,Group5
6215,10792,12028,Group5
6232,10821,15301,Group5
6238,10832,11905,Group5
6241,10840,18522,Group5
6252,10861,22817,Group5
6258,10878,15059,Group5
6261,10882,12938,Group5
6273,10901,14041,Group5
6275,10903,20132,Group5
6276,10905,24000,Group5
6277,10906,16106,Group5
6280,10913,12000,Group5
6284,10920,18000,Group5
6288,10925,21475,Group5
6290,10928,28051,Group5
6291,10930,22699,Group5
6293,10934,15192,Group5
6309,10965,12234,Group5
6312,10969,12012,Group5
6313,10970,26172,Group5
6315,10973,24000,Group5
6317,10977,14626,Group5
6327,10989,24680,Group5
6341,11017,20132,Group5
6343,11025,26891,Group5
6351,11036,19100,Group5
6361,11056,13422,Group5
6363,11062,19984,Group5
6366,11067,17717,Group5
6371,11075,10737,Group5
6376,11084,10791,Group5
6382,11098,24159,Group5
6383,11101,22546,Group5
6384,11102,11118,Group5
6401,11134,18790,Group5
6402,11135,14495,Group5
6405,11139,10737,Group5
6410,11146,16358,Group5
6417,11156,20132,Group5
6420,11159,28423,Group5
6421,11162,11274,Group5
6423,11166,21198,Group5
6427,11173,20132,Group5
6430,11177,14414,Group5
6436,11192,12585,Group5
6439,11195,10066,Group5
6440,11196,17448,Group5
6442,11198,18790,Group5
6447,11205,10494,Group5
6454,11217,24414,Group5
6457,11221,23793,Group5
6458,11222,13422,Group5
6466,11235,17550,Group5
6470,11243,17210,Group5
6494,11279,11408,Group5
6502,11288,20408,Group5
6523,11324,24159,Group5
6530,11334,15646,Group5
6531,11335,16558,Group5
6535,11341,17448,Group5
6539,11347,17448,Group5
6541,11349,13422,Group5
6542,11350,24800,Group5
6562,11391,29018,Group5
6565,11394,25921,Group5
6572,11405,16106,Group5
6583,11426,12751,Group5
6584,11427,16358,Group5
6587,11434,29742,Group5
6596,11446,22839,Group5
6604,11460,20132,Group5
6609,11468,16552,Group5
6611,11471,16015,Group5
6612,11474,16106,Group5
6614,11478,16549,Group5
6615,11481,11274,Group5
6616,11483,12079,Group5
6618,11485,25945,Group5
6630,11510,24159,Group5
6637,11527,24024,Group5
6642,11536,13636,Group5
6647,11543,20819,Group5
6651,11550,12079,Group5
6653,11555,12079,Group5
6682,11606,14125,Group5
6683,11607,25438,Group5
6688,11621,28650,Group5
6691,11629,11321,Group5
6697,11640,10756,Group5
6703,11649,22164,Group5
6708,11661,11332,Group5
6717,11675,16106,Group5
6718,11676,21829,Group5
6719,11679,15301,Group5
6721,11683,12079,Group5
6723,11685,27362,Group5
6729,11695,22422,Group5
6732,11702,12079,Group5
6740,11716,20132,Group5
6745,11725,14173,Group5
6748,11733,18790,Group5
6755,11746,18790,Group5
6762,11758,20667,Group5
6763,11759,21198,Group5
6768,11767,14126,Group5
6783,11791,29742,Group5
6784,11792,22176,Group5
6785,11793,19984,Group5
6788,11798,21621,Group5
6803,11822,12079,Group5
6805,11825,28423,Group5
6813,11842,21475,Group5
6815,11847,15462,Group5
6816,11851,10028,Group5
6822,11861,10707,Group5
6829,11875,11274,Group5
6831,11880,29528,Group5
6834,11887,13484,Group5
6838,11894,19218,Group5
6842,11901,18154,Group5
6846,11908,19332,Group5
6848,11911,10463,Group5
6852,11916,12937,Group5
6853,11917,10944,Group5
6857,11926,16106,Group5
6865,11946,20938,Group5
6868,11952,24806,Group5
6872,11959,24023,Group5
6895,11992,18790,Group5
6898,11996,16106,Group5
6901,12001,21938,Group5
6904,12004,15000,Group5
6905,12005,24159,Group5
6906,12006,16228,Group5
6909,12009,18790,Group5
6910,12010,20464,Group5
6917,12019,21475,Group5
6918,12024,24414,Group5
6924,12033,11284,Group5
6931,12041,26843,Group5
6938,12056,13422,Group5
6939,12058,16106,Group5
6941,12060,19635,Group5
6949,12069,19100,Group5
6954,12076,22345,Group5
6958,12085,10756,Group5
6961,12088,16106,Group5
6967,12095,20132,Group5
6970,12104,16106,Group5
6973,12109,20132,Group5
6978,12121,14466,Group5
6979,12122,10349,Group5
6981,12125,26000,Group5
6983,12129,20132,Group5
6987,12137,13778,Group5
6989,12142,27286,Group5
6996,12157,22663,Group5
6999,12160,24000,Group5
7005,12168,22539,Group5
7017,12185,16358,Group5
7018,12187,21475,Group5
7020,12191,24680,Group5
7021,12192,28650,Group5
7030,12213,14400,Group5
7033,12217,24000,Group5
7034,12218,28549,Group5
7035,12221,25694,Group5
7036,12222,15689,Group5
7041,12229,12079,Group5
7047,12237,16372,Group5
7048,12238,25154,Group5
7061,12264,16453,Group5
7062,12267,19785,Group5
7069,12278,17658,Group5
7073,12287,19488,Group5
7075,12289,12006,Group5
7084,12303,12079,Group5
7090,12314,17129,Group5
7094,12324,20189,Group5
7099,12332,14132,Group5
7109,12364,23193,Group5
7110,12365,25501,Group5
7116,12372,17448,Group5
7126,12394,14400,Group5
7128,12396,23193,Group5
7132,12401,27286,Group5
7133,12402,18000,Group5
7139,12413,13118,Group5
7142,12417,25416,Group5
7143,12418,12195,Group5
7144,12421,27226,Group5
7146,12423,14274,Group5
7150,12429,19461,Group5
7155,12436,19218,Group5
7157,12438,27422,Group5
7164,12449,11369,Group5
7177,12474,10204,Group5
7178,12475,11211,Group5
7179,12479,11607,Group5
7180,12480,27902,Group5
7181,12481,20750,Group5
7190,12496,23040,Group5
7206,12516,13643,Group5
7210,12521,10819,Group5
7217,12536,24680,Group5
7231,12560,25388,Group5
7232,12562,28190,Group5
7233,12563,20464,Group5
7236,12569,12000,Group5
7237,12570,22283,Group5
7239,12575,29560,Group5
7241,12578,10204,Group5
7251,12594,16106,Group5
7253,12598,29762,Group5
7257,12603,20819,Group5
7265,12617,22260,Group5
7275,12635,17717,Group5
7276,12637,11720,Group5
7279,12640,27721,Group5
7288,12650,18000,Group5
7289,12651,23875,Group5
7291,12653,26149,Group5
7294,12661,11419,Group5
7309,12686,13643,Group5
7319,12701,15289,Group5
7322,12704,22101,Group5
7325,12708,23875,Group5
7330,12714,16078,Group5
7334,12720,28991,Group5
7338,12726,24793,Group5
7346,12742,11274,Group5
7351,12748,17444,Group5
7364,12776,23875,Group5
7366,12780,17736,Group5
7372,12788,21829,Group5
7386,12818,11274,Group5
7387,12819,19881,Group5
7396,12832,20938,Group5
7397,12833,24557,Group5
7408,12857,24000,Group5
7420,12875,24351,Group5
7424,12881,24066,Group5
7430,12893,18557,Group5
7431,12894,28650,Group5
7436,12904,26596,Group5
7445,12922,20464,Group5
7461,12947,15797,Group5
7468,12957,16800,Group5
7475,12969,11877,Group5
7478,12975,23837,Group5
7488,12989,14321,Group5
7489,12992,24351,Group5
7507,13024,15600,Group5
7516,13042,27286,Group5
7522,13052,25809,Group5
7524,13056,20132,Group5
7529,13065,18806,Group5
7532,13071,22511,Group5
7533,13072,28650,Group5
7538,13077,28549,Group5
7552,13099,28485,Group5
7572,13126,12000,Group5
7574,13132,13422,Group5
7575,13134,20132,Group5
7582,13144,14871,Group5
7585,13148,12925,Group5
7588,13151,27286,Group5
7600,13176,18779,Group5
7605,13182,20132,Group5
7614,13198,14681,Group5
7615,13199,28423,Group5
7617,13202,13643,Group5
7626,13215,29067,Group5
7640,13235,10204,Group5
7642,13238,20464,Group5
7644,13242,30000,Group5
7646,13244,23152,Group5
7650,13250,19100,Group5
7664,13274,11596,Group5
7674,13297,18009,Group5
7679,13303,27286,Group5
7680,13307,15007,Group5
7683,13311,29762,Group5
7693,13331,27286,Group5
7699,13342,28329,Group5
7708,13356,22539,Group5
7718,13375,18886,Group5
7719,13376,24448,Group5
7725,13387,16015,Group5
7728,13391,26843,Group5
7740,13412,28185,Group5
7741,13414,15466,Group5
7744,13418,27286,Group5
7745,13420,29350,Group5
7751,13426,28107,Group5
7758,13436,13523,Group5
7767,13453,19100,Group5
7769,13456,17007,Group5
7777,13467,13643,Group5
7787,13486,10822,Group5
7790,13492,18806,Group5
7794,13500,10893,Group5
7799,13506,20464,Group5
7800,13507,27286,Group5
7804,13512,21475,Group5
7808,13519,16058,Group5
7811,13522,17736,Group5
7813,13524,12079,Group5
7816,13531,16106,Group5
7817,13532,20464,Group5
7830,13556,25467,Group5
7831,13558,27286,Group5
7834,13564,10369,Group5
7838,13570,26843,Group5
7839,13572,22321,Group5
7847,13582,28828,Group5
7853,13593,11211,Group5
7856,13596,16106,Group5
7857,13597,27231,Group5
7866,13615,20669,Group5
7872,13624,13688,Group5
7882,13642,27556,Group5
7884,13644,22738,Group5
7886,13649,27286,Group5
7888,13651,19327,Group5
7894,13660,22511,Group5
7902,13672,29762,Group5
7909,13681,28423,Group5
7911,13686,23488,Group5
7919,13703,12000,Group5
7920,13704,13643,Group5
7926,13711,25501,Group5
7931,13718,27286,Group5
7932,13720,21829,Group5
7944,13742,22170,Group5
7947,13747,15565,Group5
7949,13754,11160,Group5
7952,13762,17845,Group5
7953,13764,16185,Group5
7955,13768,28801,Group5
7964,13781,20819,Group5
7966,13783,14764,Group5
7971,13791,24680,Group5
7975,13796,24159,Group5
7977,13801,12079,Group5
7981,13807,28423,Group5
7988,13822,28650,Group5
7994,13829,26910,Group5
7998,13834,19100,Group5
8010,13849,25873,Group5
8016,13862,18806,Group5
8023,13874,10737,Group5
8027,13882,17076,Group5
8035,13893,21645,Group5
8039,13900,13536,Group5
8040,13902,24110,Group5
8047,13911,10737,Group5
8061,13934,11140,Group5
8074,13953,17054,Group5
8085,13968,10717,Group5
8094,13985,21624,Group5
8095,13987,19853,Group5
8099,13996,27902,Group5
8101,14000,20132,Group5
8106,14010,16106,Group5
8113,14020,27286,Group5
8114,14021,21829,Group5
8115,14023,10410,Group5
8117,14025,28549,Group5
8122,14033,12305,Group5
8129,14048,27286,Group5
8146,14084,26763,Group5
8151,14092,26767,Group5
8153,14097,25922,Group5
8154,14098,24000,Group5
8158,14104,10737,Group5
8159,14106,13643,Group5
8171,14127,26843,Group5
8173,14131,28549,Group5
8179,14144,15007,Group5
8180,14145,30000,Group5
8187,14161,22511,Group5
8194,14173,22784,Group5
8198,14178,20132,Group5
8203,14184,12425,Group5
8204,14187,25280,Group5
8206,14195,27286,Group5
8208,14200,23193,Group5
8209,14201,14764,Group5
8210,14202,28329,Group5
8216,14211,24000,Group5
8217,14215,28549,Group5
8218,14216,13422,Group5
8229,14235,28549,Group5
8232,14240,14167,Group5
8240,14252,13532,Group5
8244,14258,21829,Group5
8245,14260,19006,Group5
8247,14262,25922,Group5
8249,14265,12012,Group5
8258,14278,28423,Group5
8261,14292,24983,Group5
8262,14294,13227,Group5
8263,14295,20853,Group5
8265,14298,27357,Group5
8275,14315,30000,Group5
8277,14318,19164,Group5
8279,14320,17448,Group5
8292,14344,21475,Group5
8295,14348,26843,Group5
8297,14351,12314,Group5
8309,14369,18191,Group5
8314,14376,17448,Group5
8316,14381,18418,Group5
8322,14389,15293,Group5
8323,14390,20819,Group5
8325,14392,13519,Group5
8331,14400,28519,Group5
8332,14401,24159,Group5
8335,14404,10737,Group5
8345,14418,11897,Group5
8346,14419,25922,Group5
8355,14433,10914,Group5
8363,14445,14425,Group5
8364,14446,27422,Group5
8367,14455,20132,Group5
8372,14460,24023,Group5
8399,14504,27056,Group5
8402,14515,24680,Group5
8410,14524,19218,Group5
8426,14557,24159,Group5
8430,14564,27450,Group5
8437,14577,10914,Group5
8439,14582,20132,Group5
8441,14588,22146,Group5
8454,14604,14682,Group5
8460,14611,24800,Group5
8462,14614,16234,Group5
8466,14619,23198,Group5
8469,14624,16106,Group5
8473,14636,16106,Group5
8474,14638,26843,Group5
8486,14658,14425,Group5
8489,14663,20938,Group5
8491,14668,10737,Group5
8499,14678,21414,Group5
8507,14690,11274,Group5
8508,14693,15293,Group5
8512,14700,15496,Group5
8525,14729,29742,Group5
8526,14730,15289,Group5
8535,14746,15289,Group5
8538,14751,14325,Group5
8542,14757,16015,Group5
8543,14759,11925,Group5
8551,14776,16372,Group5
8555,14780,14276,Group5
8556,14781,25922,Group5
8562,14787,24023,Group5
8566,14795,28650,Group5
8568,14797,23348,Group5
8571,14802,22306,Group5
8578,14811,13799,Group5
8579,14812,25181,Group5
8584,14817,16925,Group5
8587,14821,13605,Group5
8593,14832,21938,Group5
8594,14833,11897,Group5
8595,14835,16534,Group5
8601,14847,14287,Group5
8605,14853,24800,Group5
8606,14854,24557,Group5
8616,14876,26508,Group5
8622,14885,19726,Group5
8626,14889,11408,Group5
8632,14897,11897,Group5
8635,14901,19332,Group5
8644,14918,16106,Group5
8655,14933,27286,Group5
8662,14944,15689,Group5
8666,14949,20132,Group5
8672,14959,12885,Group5
8675,14963,15416,Group5
8679,14969,26767,Group5
8688,14986,16372,Group5
8699,15004,27286,Group5
8703,15010,14414,Group5
8706,15015,23198,Group5
8720,15041,19195,Group5
8722,15044,29742,Group5
8726,15051,23193,Group5
8728,15053,11274,Group5
8729,15054,25416,Group5
8730,15057,16106,Group5
8731,15058,28600,Group5
8734,15063,25872,Group5
8748,15090,26767,Group5
8750,15097,24159,Group5
8757,15109,28185,Group5
8758,15111,14189,Group5
8763,15117,15763,Group5
8764,15120,11720,Group5
8765,15123,24023,Group5
8770,15130,19100,Group5
8771,15131,11460,Group5
8779,15140,23034,Group5
8784,15152,26767,Group5
8786,15154,24351,Group5
8787,15157,19062,Group5
8788,15159,26843,Group5
8793,15165,16453,Group5
8799,15171,13643,Group5
8801,15175,18000,Group5
8805,15181,18000,Group5
8813,15194,22604,Group5
8816,15199,11274,Group5
8821,15208,20927,Group5
8825,15212,25922,Group5
8826,15213,18611,Group5
8827,15216,21877,Group5
8828,15218,21217,Group5
8831,15226,20927,Group5
8834,15232,27547,Group5
8835,15234,27377,Group5
8838,15239,13958,Group5
